,trustfam,nofriend,placesize,socprof,trustneigh,workab,id_hash,ls,region,wkabint,ymarr,smoke,age,emcc,ysepdiv,agegr,trust,mmarr,marital,unempdur,alcsol,sport,msepdiv,sex,wkabintdur,nociga,englang,eduspec,edu
801,YES,3,RURAL AREAS,RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bdf210>,MIXED,Lodzkie,NO,1961.0,NO,68,,2011.0,65+,IT`S DIFFICULT TO TELL,10.0,WIDOWED,24,NO,YES,1.0,1,,-8,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
802,YES,5,"URBAN 20,000-100,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf238>,MOSTLY SATISFIED,Zachodnio-pomorskie,NO,1986.0,NO,47,,2003.0,45-59,ONE CAN`T BE TOO CAREFUL,3.0,DIVORCED,0,NO,YES,5.0,1,,-8,NONE,economy and administration,POST-SECONDARY OR HIGHER
803,YES,3,"URBAN BELOW 20,000",UNEMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf260>,PLEASED,Slaskie,NO,1981.0,YES,51,,,45-59,IT`S DIFFICULT TO TELL,8.0,MARRIED,3,YES,YES,,2,,40,NONE,other,VOCATIONAL/GRAMMAR
804,YES,5,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf288>,PLEASED,Mazowieckie,NO,2000.0,NO,32,,,25-34,MOST PEOPLE CAN BE TRUSTED,8.0,MARRIED,0,NO,NO,,1,,-8,PASSIVE,social sciences,POST-SECONDARY OR HIGHER
805,YES,10,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf2b0>,MOSTLY SATISFIED,Pomorskie,NO,1970.0,YES,62,,,60-64,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,1,,6,NONE,no specialisation,PRIMARY/NO EDUCATION
806,YES,0,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf2d8>,MIXED,Mazowieckie,NO,1968.0,NO,67,,2006.0,65+,ONE CAN`T BE TOO CAREFUL,9.0,WIDOWED,0,NO,YES,11.0,2,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
807,YES,3,"URBAN BELOW 20,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf300>,PLEASED,Wielkopolskie,NO,1972.0,NO,60,,2007.0,60-64,ONE CAN`T BE TOO CAREFUL,9.0,WIDOWED,-8,NO,YES,2.0,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
808,YES,4,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf328>,DELIGHTED,Zachodnio-pomorskie,NO,1998.0,YES,32,,,25-34,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,0,NO,YES,,1,,10,NONE,production and processing,VOCATIONAL/GRAMMAR
809,YES,7,"URBAN 100,000-200,000",OTHER ECONOMICALLY INACTIVE,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf350>,PLEASED,Wielkopolskie,NO,2004.0,NO,38,,,35-44,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,-8,NO,NO,,1,,-8,PASSIVE,,POST-SECONDARY OR HIGHER
810,NO,6,RURAL AREAS,FARMER,NO,NO,<sha256 HASH object @ 0x7f6ca8bdf378>,PLEASED,Swietokrzyskie,NO,1998.0,YES,51,,,45-59,ONE CAN`T BE TOO CAREFUL,,MARRIED,-8,NO,YES,,2,,15,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
811,YES,4,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,NO,NO,<sha256 HASH object @ 0x7f6ca8bdf3a0>,MOSTLY SATISFIED,Malopolskie,,1955.0,NO,73,,,65+,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
812,YES,5,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf3f0>,MOSTLY SATISFIED,Mazowieckie,NO,1965.0,NO,80,,,65+,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
813,YES,2,"URBAN 100,000-200,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf418>,MOSTLY SATISFIED,Opolskie,NO,1983.0,NO,53,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,0,NO,NO,,1,,-8,NONE,no specialisation,SECONDARY
814,YES,12,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf440>,MIXED,Lodzkie,NO,1976.0,YES,60,,,60-64,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,2,,8,NONE,architecture and construction,VOCATIONAL/GRAMMAR
815,NO OPINION,1,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf468>,MOSTLY DISSATISFIED,Opolskie,NO,1990.0,NO,43,,2010.0,35-44,ONE CAN`T BE TOO CAREFUL,1.0,DIVORCED,0,NO,YES,9.0,1,,-8,NONE,social sciences,SECONDARY
816,YES,3,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf490>,MIXED,Lodzkie,NO,1970.0,NO,81,,2000.0,65+,ONE CAN`T BE TOO CAREFUL,5.0,WIDOWED,0,NO,YES,7.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
817,YES,5,"URBAN 20,000-100,000",LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf4b8>,MIXED,Podlaskie,NO,1960.0,NO,73,,2004.0,65+,ONE CAN`T BE TOO CAREFUL,9.0,WIDOWED,-8,NO,YES,1.0,1,,-8,NONE,no specialisation,SECONDARY
818,YES,50,"URBAN BELOW 20,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf4e0>,PLEASED,Podkarpackie,NO,1997.0,NO,37,,,35-44,MOST PEOPLE CAN BE TRUSTED,4.0,MARRIED,0,NO,NO,,2,,-8,ACTIVE,economy and administration,POST-SECONDARY OR HIGHER
819,YES,10,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf508>,PLEASED,Malopolskie,NO,1990.0,NO,41,,,35-44,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,NO,,2,,-8,NONE,production and processing,SECONDARY
820,YES,4,"URBAN 20,000-100,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf530>,MIXED,Kujawsko-pomorskie,NO,2003.0,NO,29,,,25-34,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,3,NO,YES,,1,,-8,NONE,economy and administration,POST-SECONDARY OR HIGHER
821,YES,1,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf558>,MOSTLY SATISFIED,Slaskie,NO,1972.0,YES,59,,,45-59,IT`S DIFFICULT TO TELL,10.0,MARRIED,24,NO,YES,,1,,12,NONE,liberal arts,PRIMARY/NO EDUCATION
822,NO OPINION,2,RURAL AREAS,RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf580>,PLEASED,Lubelskie,NO,1952.0,NO,85,,1971.0,65+,IT`S DIFFICULT TO TELL,7.0,WIDOWED,0,NO,YES,7.0,1,,-8,NONE,not applicable,PRIMARY/NO EDUCATION
823,YES,10,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf5a8>,MOSTLY SATISFIED,Lubelskie,NO,1971.0,NO,60,,,60-64,MOST PEOPLE CAN BE TRUSTED,8.0,MARRIED,24,NO,YES,,1,,-8,,no specialisation,SECONDARY
824,YES,20,"URBAN BELOW 20,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf5d0>,PLEASED,Kujawsko-pomorskie,NO,1997.0,YES,36,,,35-44,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,6,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
825,YES,20,"URBAN BELOW 20,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf5f8>,PLEASED,Pomorskie,NO,1987.0,YES,47,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,NO,,2,,10,ACTIVE,technical science,POST-SECONDARY OR HIGHER
826,YES,2,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf620>,MOSTLY SATISFIED,Podkarpackie,NO,1948.0,YES,81,,,65+,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,YES,,2,,20,NONE,no specialisation,PRIMARY/NO EDUCATION
827,YES,15,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf648>,MOSTLY SATISFIED,Warminsko-mazurskie,NO,1984.0,NO,50,,,45-59,MOST PEOPLE CAN BE TRUSTED,7.0,MARRIED,0,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
828,YES,20,RURAL AREAS,SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf670>,PLEASED,Pomorskie,NO,1997.0,NO,40,,,35-44,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,1,,-8,PASSIVE,economy and administration,SECONDARY
829,YES,3,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bdf698>,PLEASED,Wielkopolskie,NO,2001.0,YES,42,,,35-44,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,2,,20,NONE,technical science,VOCATIONAL/GRAMMAR
830,YES,6,"URBAN 100,000-200,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf6c0>,MOSTLY SATISFIED,Lodzkie,NO,1978.0,YES,56,,1995.0,45-59,ONE CAN`T BE TOO CAREFUL,10.0,DIVORCED,6,NO,NO,1.0,2,,30,NONE,technical science,SECONDARY
831,YES,2,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf6e8>,MOSTLY SATISFIED,Malopolskie,NO,1976.0,NO,69,,2005.0,65+,ONE CAN`T BE TOO CAREFUL,11.0,WIDOWED,0,NO,YES,11.0,1,,-8,NONE,healthcare,POST-SECONDARY OR HIGHER
832,YES,6,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bdf710>,MOSTLY SATISFIED,Malopolskie,NO,1988.0,NO,44,,,35-44,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,NO,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
833,YES,1,"URBAN 20,000-100,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf738>,MIXED,Lubelskie,"YES, TO EU COUNTRY",2008.0,YES,47,NORWAY,,45-59,IT`S DIFFICULT TO TELL,8.0,MARRIED,0,NO,YES,,1,IT DEPENDS,20,NONE,production and processing,VOCATIONAL/GRAMMAR
834,YES,4,RURAL AREAS,SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf760>,PLEASED,Warminsko-mazurskie,NO,2003.0,NO,33,,,25-34,MOST PEOPLE CAN BE TRUSTED,3.0,MARRIED,-8,NO,NO,,2,,-8,PASSIVE,production and processing,SECONDARY
835,YES,10,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf788>,MOSTLY DISSATISFIED,Lodzkie,NO,1980.0,NO,65,,2004.0,65+,ONE CAN`T BE TOO CAREFUL,12.0,WIDOWED,24,NO,YES,4.0,1,,-8,NONE,pedagogics,SECONDARY
836,YES,20,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf7b0>,PLEASED,Slaskie,NO,2009.0,NO,24,,,16-24,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,2,,-8,NONE,no specialisation,VOCATIONAL/GRAMMAR
837,YES,5,"URBAN 20,000-100,000",EMPLOYED IN PUBLIC SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bdf7d8>,MOSTLY SATISFIED,Pomorskie,NO,1978.0,NO,52,,1986.0,45-59,ONE CAN`T BE TOO CAREFUL,10.0,DIVORCED,0,NO,NO,12.0,1,,-8,PASSIVE,services for the population and transport services,POST-SECONDARY OR HIGHER
838,YES,4,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf800>,MOSTLY SATISFIED,Opolskie,NO,1999.0,NO,37,,,35-44,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,5,NO,YES,,1,,-8,NONE,social sciences,SECONDARY
839,NO,4,RURAL AREAS,UNEMPLOYED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf828>,MIXED,Lubuskie,NO,1988.0,YES,49,,,45-59,IT`S DIFFICULT TO TELL,12.0,MARRIED,1,YES,YES,,2,,20,NONE,production and processing,VOCATIONAL/GRAMMAR
840,YES,10,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf850>,MOSTLY SATISFIED,Pomorskie,NO,1963.0,NO,68,,,65+,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
841,NO OPINION,2,RURAL AREAS,LONG-TERM SICK/DISABLED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf878>,MIXED,Kujawsko-pomorskie,NO,1982.0,YES,52,,,45-59,MOST PEOPLE CAN BE TRUSTED,6.0,MARRIED,0,NO,YES,,2,,22,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
842,YES,5,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf8a0>,PLEASED,Swietokrzyskie,NO,1967.0,NO,63,,2007.0,60-64,ONE CAN`T BE TOO CAREFUL,6.0,WIDOWED,-8,NO,YES,6.0,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
843,YES,20,"URBAN 20,000-100,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf8c8>,MIXED,Slaskie,NO,1958.0,NO,74,,1982.0,65+,ONE CAN`T BE TOO CAREFUL,,WIDOWED,24,NO,YES,,1,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
844,YES,5,"URBAN 20,000-100,000",OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf8f0>,DELIGHTED,Swietokrzyskie,NO,1996.0,NO,39,,,35-44,IT`S DIFFICULT TO TELL,1.0,MARRIED,24,NO,YES,,1,,-8,PASSIVE,no specialisation,SECONDARY
845,YES,16,"URBAN BELOW 20,000",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bdf918>,MOSTLY SATISFIED,Warminsko-mazurskie,NO,1978.0,NO,58,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,0,NO,YES,,2,,-8,NONE,services for the population and transport services,SECONDARY
846,YES,10,"URBAN 100,000-200,000",UNEMPLOYED,NO,NO,<sha256 HASH object @ 0x7f6ca8bdf940>,PLEASED,Mazowieckie,NO,2005.0,YES,26,,,25-34,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,18,NO,YES,,1,,6,NONE,production and processing,VOCATIONAL/GRAMMAR
847,YES,8,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf968>,PLEASED,Mazowieckie,NO,1984.0,YES,50,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,YES,,1,,20,NONE,no specialisation,PRIMARY/NO EDUCATION
848,YES,3,RURAL AREAS,RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdf990>,PLEASED,Podkarpackie,NO,1968.0,NO,64,,,60-64,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
849,YES,10,RURAL AREAS,LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf9b8>,MOSTLY SATISFIED,Podkarpackie,NO,1983.0,NO,55,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
850,YES,8,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdf9e0>,PLEASED,Mazowieckie,NO,1979.0,NO,53,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,SECONDARY
851,YES,10,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfa08>,DELIGHTED,Pomorskie,NO,1990.0,NO,47,,,45-59,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,1,,-8,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
852,NO,8,RURAL AREAS,RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bdfa30>,PLEASED,Wielkopolskie,NO,1965.0,NO,66,,,65+,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,-8,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
853,NO,2,RURAL AREAS,UNEMPLOYED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdfa58>,UNHAPPY,Opolskie,NO,1982.0,YES,50,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,24,YES,YES,,2,,30,NONE,technical science,VOCATIONAL/GRAMMAR
854,YES,4,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfa80>,PLEASED,Wielkopolskie,NO,1947.0,NO,90,,2006.0,65+,ONE CAN`T BE TOO CAREFUL,10.0,WIDOWED,0,NO,YES,9.0,1,,-8,NONE,pedagogics,POST-SECONDARY OR HIGHER
855,YES,6,"URBAN 20,000-100,000",SELF-EMPLOYED,NO,NO,<sha256 HASH object @ 0x7f6ca8bdfaa8>,PLEASED,Pomorskie,NO,1986.0,NO,48,,,45-59,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,0,NO,YES,,2,,-8,PASSIVE,services for the population and transport services,VOCATIONAL/GRAMMAR
856,YES,5,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfad0>,MOSTLY SATISFIED,Slaskie,NO,1978.0,NO,56,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,2,,-8,PASSIVE,technical science,VOCATIONAL/GRAMMAR
857,YES,1,"URBAN 200,000-500,000",LONG-TERM SICK/DISABLED,NO,NO,<sha256 HASH object @ 0x7f6ca8bdfaf8>,PLEASED,Slaskie,NO,1994.0,YES,59,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,24,NO,YES,,2,,20,PASSIVE,no specialisation,SECONDARY
858,YES,20,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfb20>,PLEASED,Mazowieckie,NO,2000.0,NO,37,,,35-44,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,YES,,2,,-8,PASSIVE,"agriculture, forestry, fishing",SECONDARY
859,YES,20,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfb48>,PLEASED,Podkarpackie,NO,1977.0,YES,57,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,YES,,2,,10,NONE,technical science,VOCATIONAL/GRAMMAR
860,YES,4,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfb70>,MIXED,Mazowieckie,NO,1996.0,YES,33,,,25-34,MOST PEOPLE CAN BE TRUSTED,10.0,MARRIED,6,NO,YES,,1,,20,NONE,production and processing,VOCATIONAL/GRAMMAR
861,YES,4,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfb98>,PLEASED,Mazowieckie,NO,1952.0,NO,78,,,65+,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,SECONDARY
862,NO,10,RURAL AREAS,RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bdfbc0>,MOSTLY SATISFIED,Malopolskie,NO,1966.0,NO,63,,2007.0,60-64,ONE CAN`T BE TOO CAREFUL,12.0,WIDOWED,-8,NO,NO,7.0,1,,-8,NONE,social sciences,POST-SECONDARY OR HIGHER
863,YES,4,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfbe8>,PLEASED,Podkarpackie,NO,1995.0,NO,38,,,35-44,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
864,YES,5,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfc10>,MOSTLY SATISFIED,Slaskie,NO,1969.0,NO,61,,2010.0,60-64,ONE CAN`T BE TOO CAREFUL,9.0,WIDOWED,24,NO,NO,5.0,1,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
865,YES,4,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfc38>,PLEASED,Mazowieckie,NO,1990.0,YES,45,,,45-59,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,YES,,1,,5,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
866,YES,10,RURAL AREAS,FARMER,NO,NO,<sha256 HASH object @ 0x7f6ca8bdfc60>,PLEASED,Podlaskie,"YES, TO NON-EU COUNTRY",2009.0,NO,29,OTHER COUNTRIES,,25-34,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,-8,NO,NO,,2,IT DEPENDS,-8,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
867,YES,1,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfc88>,MOSTLY SATISFIED,Mazowieckie,NO,2010.0,NO,30,,,25-34,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,SECONDARY
868,YES,0,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfcb0>,PLEASED,Kujawsko-pomorskie,NO,1973.0,NO,56,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,-8,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
869,NO OPINION,2,RURAL AREAS,LONG-TERM SICK/DISABLED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdfcd8>,PLEASED,Slaskie,NO,2000.0,NO,75,,,65+,MOST PEOPLE CAN BE TRUSTED,4.0,MARRIED,24,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
870,YES,5,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfd00>,PLEASED,Opolskie,NO,1987.0,NO,47,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
871,YES,4,"URBAN 500,000 AND OVER",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfd28>,MIXED,Mazowieckie,NO,1978.0,NO,73,,1985.0,65+,ONE CAN`T BE TOO CAREFUL,9.0,DIVORCED,0,NO,YES,6.0,1,,-8,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
872,YES,7,"URBAN 200,000-500,000",UNEMPLOYED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdfd50>,MIXED,Dolnoslaskie,"YES, TO EU COUNTRY",2003.0,YES,31,NETHERLANDS,,25-34,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,4,NO,YES,,2,LESS THAN 1 YEAR,20,NONE,technical science,VOCATIONAL/GRAMMAR
873,YES,4,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfd78>,PLEASED,Zachodnio-pomorskie,NO,2000.0,NO,31,,,25-34,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,NO,,1,,-8,NONE,social sciences,SECONDARY
874,YES,10,"URBAN 20,000-100,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfda0>,MOSTLY SATISFIED,Slaskie,NO,2008.0,NO,60,,,60-64,ONE CAN`T BE TOO CAREFUL,7.0,DE FACTO SEPARATED,24,NO,NO,,1,,-8,NONE,social sciences,POST-SECONDARY OR HIGHER
875,YES,20,"URBAN 20,000-100,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfdc8>,MOSTLY SATISFIED,Pomorskie,NO,1997.0,YES,35,,,35-44,MOST PEOPLE CAN BE TRUSTED,4.0,MARRIED,0,NO,YES,,1,,5,NONE,pedagogics,POST-SECONDARY OR HIGHER
876,YES,5,"URBAN 500,000 AND OVER",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bdfdf0>,MIXED,Mazowieckie,NO,1979.0,NO,54,,2011.0,45-59,ONE CAN`T BE TOO CAREFUL,10.0,DIVORCED,0,NO,NO,2.0,2,,-8,NONE,armed forces and country protection,POST-SECONDARY OR HIGHER
877,YES,8,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfe18>,PLEASED,Lubelskie,NO,1980.0,NO,59,,,45-59,IT`S DIFFICULT TO TELL,10.0,MARRIED,-8,NO,YES,,2,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
878,YES,10,"URBAN 20,000-100,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfe40>,PLEASED,Lubelskie,NO,1973.0,NO,59,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,YES,,2,,-8,NONE,lack of data,SECONDARY
879,YES,3,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bdfe68>,PLEASED,Lubuskie,NO,1956.0,NO,75,,1991.0,65+,ONE CAN`T BE TOO CAREFUL,6.0,WIDOWED,24,NO,YES,12.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
880,YES,5,"URBAN 500,000 AND OVER",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bdfe90>,MOSTLY SATISFIED,Mazowieckie,NO,1991.0,NO,42,,,35-44,MOST PEOPLE CAN BE TRUSTED,6.0,MARRIED,-8,NO,YES,,1,,-8,NONE,technical science,SECONDARY
